Accession,Phages/Bacteria,Dataset type
NZ_CP035696,Bacteria,Pre-training
NZ_CP035711,Bacteria,Pre-training
NZ_CP035900,Bacteria,Pre-training
NZ_CP035901,Bacteria,Pre-training
NZ_CP035902,Bacteria,Pre-training
NZ_CP035903,Bacteria,Pre-training
NZ_CP035915,Bacteria,Pre-training
NZ_CP035916,Bacteria,Pre-training
NZ_CP035929,Bacteria,Pre-training
NZ_CP036244,Bacteria,Pre-training
NZ_CP036245,Bacteria,Pre-training
NZ_CP036257,Bacteria,Pre-training
NZ_CP036294,Bacteria,Pre-training
NZ_CP036317,Bacteria,Pre-training
NZ_CP036320,Bacteria,Pre-training
NZ_CP036321,Bacteria,Pre-training
NZ_CP036322,Bacteria,Pre-training
NZ_CP036323,Bacteria,Pre-training
NZ_CP036324,Bacteria,Pre-training
NZ_CP036325,Bacteria,Pre-training
NZ_CP036326,Bacteria,Pre-training
NZ_CP036382,Bacteria,Pre-training
NZ_CP036403,Bacteria,Pre-training
NZ_CP036454,Bacteria,Pre-training
NZ_CP036458,Bacteria,Pre-training
NZ_CP036459,Bacteria,Pre-training
NZ_CP036460,Bacteria,Pre-training
NZ_CP036461,Bacteria,Pre-training
NZ_CP036550,Bacteria,Pre-training
NZ_CP036551,Bacteria,Pre-training
NZ_CP036552,Bacteria,Pre-training
NZ_CP037892,Bacteria,Pre-training
NZ_CP037895,Bacteria,Pre-training
NZ_CP037896,Bacteria,Pre-training
NZ_CP037897,Bacteria,Pre-training
NZ_CP037921,Bacteria,Pre-training
NZ_CP037922,Bacteria,Pre-training
NZ_CP037941,Bacteria,Pre-training
NZ_CP037942,Bacteria,Pre-training
NZ_CP037973,Bacteria,Pre-training
NZ_CP037974,Bacteria,Pre-training
NZ_CP038012,Bacteria,Pre-training
NZ_CP038021,Bacteria,Pre-training
NZ_CP038026,Bacteria,Pre-training
NZ_CP038028,Bacteria,Pre-training
NZ_CP038222,Bacteria,Pre-training
NZ_CP038223,Bacteria,Pre-training
NZ_CP038273,Bacteria,Pre-training
NZ_CP038274,Bacteria,Pre-training
NZ_CP038357,Bacteria,Pre-training
NZ_CP038358,Bacteria,Pre-training
NZ_CP038359,Bacteria,Pre-training
NZ_CP038376,Bacteria,Pre-training
NZ_CP038377,Bacteria,Pre-training
NZ_CP038378,Bacteria,Pre-training
NZ_CP038379,Bacteria,Pre-training
NZ_CP038394,Bacteria,Pre-training
NZ_CP038395,Bacteria,Pre-training
NZ_CP038396,Bacteria,Pre-training
NZ_CP038397,Bacteria,Pre-training
NZ_CP038436,Bacteria,Pre-training
NZ_CP038496,Bacteria,Pre-training
NZ_CP038497,Bacteria,Pre-training
NZ_CP038515,Bacteria,Pre-training
NZ_CP038601,Bacteria,Pre-training
NZ_CP038602,Bacteria,Pre-training
NZ_CP038603,Bacteria,Pre-training
NZ_CP038641,Bacteria,Pre-training
NZ_CP038816,Bacteria,Pre-training
NZ_CP038865,Bacteria,Pre-training
NZ_CP038866,Bacteria,Pre-training
NZ_CP038867,Bacteria,Pre-training
NZ_CP038881,Bacteria,Pre-training
NZ_CP038882,Bacteria,Pre-training
NZ_CP038883,Bacteria,Pre-training
NZ_CP038884,Bacteria,Pre-training
NZ_CP038885,Bacteria,Pre-training
NZ_CP039040,Bacteria,Pre-training
NZ_CP039041,Bacteria,Pre-training
NZ_CP039042,Bacteria,Pre-training
NZ_CP039043,Bacteria,Pre-training
NZ_CP039044,Bacteria,Pre-training
NZ_CP039045,Bacteria,Pre-training
NZ_CP039056,Bacteria,Pre-training
NZ_CP039057,Bacteria,Pre-training
NZ_CP039058,Bacteria,Pre-training
NZ_CP039059,Bacteria,Pre-training
NZ_CP039081,Bacteria,Pre-training
NZ_CP039082,Bacteria,Pre-training
NZ_CP039083,Bacteria,Pre-training
NZ_CP039084,Bacteria,Pre-training
NZ_CP039085,Bacteria,Pre-training
NZ_CP039086,Bacteria,Pre-training
NZ_CP039087,Bacteria,Pre-training
NZ_CP039088,Bacteria,Pre-training
NZ_CP039089,Bacteria,Pre-training
NZ_CP039090,Bacteria,Pre-training
NZ_CP039091,Bacteria,Pre-training
NZ_CP039102,Bacteria,Pre-training
NZ_CP039103,Bacteria,Pre-training
NZ_CP039104,Bacteria,Pre-training
NZ_CP039105,Bacteria,Pre-training
NZ_CP039106,Bacteria,Pre-training
NZ_CP039253,Bacteria,Pre-training
NZ_CP039290,Bacteria,Pre-training
NZ_CP039293,Bacteria,Pre-training
NZ_CP039294,Bacteria,Pre-training
NZ_CP039377,Bacteria,Pre-training
NZ_CP039383,Bacteria,Pre-training
NZ_CP039432,Bacteria,Pre-training
NZ_CP039433,Bacteria,Pre-training
NZ_CP039435,Bacteria,Pre-training
NZ_CP039579,Bacteria,Pre-training
NZ_CP039580,Bacteria,Pre-training
NZ_CP039581,Bacteria,Pre-training
NZ_CP039588,Bacteria,Pre-training
NZ_CP039589,Bacteria,Pre-training
NZ_CP039590,Bacteria,Pre-training
NZ_CP039595,Bacteria,Pre-training
NZ_CP039596,Bacteria,Pre-training
NZ_CP039597,Bacteria,Pre-training
NZ_CP039598,Bacteria,Pre-training
NZ_CP039610,Bacteria,Pre-training
NZ_CP039631,Bacteria,Pre-training
NZ_CP039632,Bacteria,Pre-training
NZ_CP039691,Bacteria,Pre-training
NZ_CP039692,Bacteria,Pre-training
NZ_CP039693,Bacteria,Pre-training
NZ_CP039694,Bacteria,Pre-training
NZ_CP039727,Bacteria,Pre-training
NZ_CP039728,Bacteria,Pre-training
NZ_CP039772,Bacteria,Pre-training
NZ_CP039819,Bacteria,Pre-training
NZ_CP039820,Bacteria,Pre-training
NZ_CP039821,Bacteria,Pre-training
NZ_CP039822,Bacteria,Pre-training
NZ_CP039837,Bacteria,Pre-training
NZ_CP039838,Bacteria,Pre-training
NZ_CP039839,Bacteria,Pre-training
NZ_CP039840,Bacteria,Pre-training
NZ_CP039841,Bacteria,Pre-training
NZ_CP039842,Bacteria,Pre-training
NZ_CP039843,Bacteria,Pre-training
NZ_CP039850,Bacteria,Pre-training
NZ_CP039887,Bacteria,Pre-training
NZ_CP039888,Bacteria,Pre-training
NZ_CP039889,Bacteria,Pre-training
NZ_CP039890,Bacteria,Pre-training
NZ_CP039891,Bacteria,Pre-training
NZ_CP039892,Bacteria,Pre-training
NZ_CP039893,Bacteria,Pre-training
NZ_CP039954,Bacteria,Pre-training
NZ_CP039955,Bacteria,Pre-training
NZ_CP039956,Bacteria,Pre-training
NZ_CP040028,Bacteria,Pre-training
NZ_CP040029,Bacteria,Pre-training
NZ_CP040030,Bacteria,Pre-training
NZ_CP040031,Bacteria,Pre-training
NZ_CP040032,Bacteria,Pre-training
NZ_CP040050,Bacteria,Pre-training
NZ_CP040051,Bacteria,Pre-training
NZ_CP040052,Bacteria,Pre-training
NZ_CP040058,Bacteria,Pre-training
NZ_CP040077,Bacteria,Pre-training
NZ_CP040078,Bacteria,Pre-training
NZ_CP040079,Bacteria,Pre-training
NZ_CP040094,Bacteria,Pre-training
NZ_CP040098,Bacteria,Pre-training
NZ_CP040114,Bacteria,Pre-training
NZ_CP040117,Bacteria,Pre-training
NZ_CP040307,Bacteria,Pre-training
NZ_CP040308,Bacteria,Pre-training
NZ_CP040340,Bacteria,Pre-training
NZ_CP040341,Bacteria,Pre-training
NZ_CP040342,Bacteria,Pre-training
NZ_CP040343,Bacteria,Pre-training
NZ_CP040344,Bacteria,Pre-training
NZ_CP040345,Bacteria,Pre-training
NZ_CP040346,Bacteria,Pre-training
NZ_CP040350,Bacteria,Pre-training
NZ_CP040408,Bacteria,Pre-training
NZ_CP040422,Bacteria,Pre-training
NZ_CP040511,Bacteria,Pre-training
NZ_CP040512,Bacteria,Pre-training
NZ_CP040557,Bacteria,Pre-training
NZ_CP040605,Bacteria,Pre-training
NZ_CP040606,Bacteria,Pre-training
NZ_CP040667,Bacteria,Pre-training
NZ_CP040668,Bacteria,Pre-training
NZ_CP040669,Bacteria,Pre-training
NZ_CP040670,Bacteria,Pre-training
NZ_CP040754,Bacteria,Pre-training
NZ_CP040829,Bacteria,Pre-training
NZ_CP040830,Bacteria,Pre-training
NZ_CP040831,Bacteria,Pre-training
NZ_CP040859,Bacteria,Pre-training
NZ_CP040860,Bacteria,Pre-training
NZ_CP040861,Bacteria,Pre-training
NZ_CP040862,Bacteria,Pre-training
NZ_CP040877,Bacteria,Pre-training
NZ_CP040878,Bacteria,Pre-training
NZ_CP040881,Bacteria,Pre-training
NZ_CP040900,Bacteria,Pre-training
NZ_CP040901,Bacteria,Pre-training
NZ_CP040904,Bacteria,Pre-training
NZ_CP040905,Bacteria,Pre-training
NZ_CP040916,Bacteria,Pre-training
NZ_CP040940,Bacteria,Pre-training
NZ_CP041022,Bacteria,Pre-training
NZ_CP041046,Bacteria,Pre-training
NZ_CP041092,Bacteria,Pre-training
NZ_CP041093,Bacteria,Pre-training
NZ_CP041094,Bacteria,Pre-training
NZ_CP041095,Bacteria,Pre-training
NZ_CP041096,Bacteria,Pre-training
NZ_CP041097,Bacteria,Pre-training
NZ_CP041098,Bacteria,Pre-training
NZ_CP041125,Bacteria,Pre-training
NZ_CP041143,Bacteria,Pre-training
NZ_CP041144,Bacteria,Pre-training
NZ_CP041151,Bacteria,Pre-training
NZ_CP041152,Bacteria,Pre-training
NZ_CP041230,Bacteria,Pre-training
NZ_CP041231,Bacteria,Pre-training
NZ_CP041232,Bacteria,Pre-training
NZ_CP041243,Bacteria,Pre-training
NZ_CP041293,Bacteria,Pre-training
NZ_CP041294,Bacteria,Pre-training
NZ_CP041296,Bacteria,Pre-training
NZ_CP041297,Bacteria,Pre-training
NZ_CP041298,Bacteria,Pre-training
NZ_CP041354,Bacteria,Pre-training
NZ_CP041355,Bacteria,Pre-training
NZ_CP041365,Bacteria,Pre-training
NZ_CP041366,Bacteria,Pre-training
NZ_CP041367,Bacteria,Pre-training
NZ_CP041386,Bacteria,Pre-training
NZ_CP041425,Bacteria,Pre-training
NZ_CP041426,Bacteria,Pre-training
NZ_CP041427,Bacteria,Pre-training
NZ_CP041428,Bacteria,Pre-training
NZ_CP041434,Bacteria,Pre-training
NZ_CP041698,Bacteria,Pre-training
NZ_CP041724,Bacteria,Pre-training
NZ_CP041827,Bacteria,Pre-training
NZ_CP041846,Bacteria,Pre-training
NZ_CP041864,Bacteria,Pre-training
NZ_CP041924,Bacteria,Pre-training
NZ_CP041971,Bacteria,Pre-training
NZ_CP042162,Bacteria,Pre-training
NZ_CP042169,Bacteria,Pre-training
NZ_CP042175,Bacteria,Pre-training
NZ_CP042213,Bacteria,Pre-training
NZ_CP042214,Bacteria,Pre-training
NZ_CP042215,Bacteria,Pre-training
NZ_CP042245,Bacteria,Pre-training
NZ_CP042289,Bacteria,Pre-training
NZ_CP042290,Bacteria,Pre-training
NZ_CP042291,Bacteria,Pre-training
NZ_CP042292,Bacteria,Pre-training
NZ_CP042293,Bacteria,Pre-training
NZ_CP042294,Bacteria,Pre-training
NZ_CP042309,Bacteria,Pre-training
NZ_CP042310,Bacteria,Pre-training
NZ_CP042319,Bacteria,Pre-training
NZ_CP042420,Bacteria,Pre-training
NZ_CP042421,Bacteria,Pre-training
NZ_CP042422,Bacteria,Pre-training
NZ_CP042423,Bacteria,Pre-training
NZ_CP042488,Bacteria,Pre-training
NZ_CP042489,Bacteria,Pre-training
NZ_CP042490,Bacteria,Pre-training
NZ_CP042491,Bacteria,Pre-training
NZ_CP042492,Bacteria,Pre-training
NZ_CP042534,Bacteria,Pre-training
NZ_CP042535,Bacteria,Pre-training
NZ_CP042536,Bacteria,Pre-training
NZ_CP042537,Bacteria,Pre-training
NZ_CP042538,Bacteria,Pre-training
NZ_CP042539,Bacteria,Pre-training
NZ_CP042812,Bacteria,Pre-training
NZ_CP042883,Bacteria,Pre-training
NZ_CP042884,Bacteria,Pre-training
NZ_CP042914,Bacteria,Pre-training
NZ_CP042928,Bacteria,Pre-training
NZ_CP042929,Bacteria,Pre-training
NZ_CP043027,Bacteria,Pre-training
NZ_CP043056,Bacteria,Pre-training
NZ_CP043057,Bacteria,Pre-training
NZ_CP043058,Bacteria,Pre-training
NZ_CP043059,Bacteria,Pre-training
NZ_CP043069,Bacteria,Pre-training
NZ_CP043085,Bacteria,Pre-training
NZ_CP043101,Bacteria,Pre-training
NZ_CP043136,Bacteria,Pre-training
NZ_CP043138,Bacteria,Pre-training
NZ_CP043139,Bacteria,Pre-training
NZ_CP043203,Bacteria,Pre-training
NZ_CP043204,Bacteria,Pre-training
NZ_CP043317,Bacteria,Pre-training
NZ_CP043420,Bacteria,Pre-training
NZ_CP043421,Bacteria,Pre-training
NZ_CP043422,Bacteria,Pre-training
NZ_CP043423,Bacteria,Pre-training
NZ_CP043426,Bacteria,Pre-training
NZ_CP043450,Bacteria,Pre-training
NZ_CP043518,Bacteria,Pre-training
NZ_CP043519,Bacteria,Pre-training
NZ_CP043520,Bacteria,Pre-training
NZ_CP043521,Bacteria,Pre-training
NZ_CP043522,Bacteria,Pre-training
NZ_CP043523,Bacteria,Pre-training
NZ_CP043524,Bacteria,Pre-training
NZ_CP043525,Bacteria,Pre-training
NZ_CP043526,Bacteria,Pre-training
NZ_CP043527,Bacteria,Pre-training
NZ_CP043528,Bacteria,Pre-training
NZ_CP043609,Bacteria,Pre-training
NZ_CP043610,Bacteria,Pre-training
NZ_CP043611,Bacteria,Pre-training
NZ_CP043633,Bacteria,Pre-training
NZ_CP043644,Bacteria,Pre-training
NZ_CP043645,Bacteria,Pre-training
NZ_CP043646,Bacteria,Pre-training
NZ_CP043647,Bacteria,Pre-training
NZ_CP043648,Bacteria,Pre-training
NZ_CP043649,Bacteria,Pre-training
NZ_CP043653,Bacteria,Pre-training
NZ_CP043654,Bacteria,Pre-training
NZ_CP043841,Bacteria,Pre-training
NZ_CP043999,Bacteria,Pre-training
NZ_CP044000,Bacteria,Pre-training
NZ_CP044001,Bacteria,Pre-training
NZ_CP044084,Bacteria,Pre-training
NZ_CP044085,Bacteria,Pre-training
NZ_CP044086,Bacteria,Pre-training
NZ_CP044087,Bacteria,Pre-training
NZ_CP044088,Bacteria,Pre-training
NZ_CP044097,Bacteria,Pre-training
NZ_CP044114,Bacteria,Pre-training
NZ_CP044115,Bacteria,Pre-training
NZ_CP044116,Bacteria,Pre-training
NZ_CP044117,Bacteria,Pre-training
NZ_CP044118,Bacteria,Pre-training
NZ_CP044131,Bacteria,Pre-training
NZ_CP044161,Bacteria,Pre-training
NZ_CP044211,Bacteria,Pre-training
NZ_CP044212,Bacteria,Pre-training
NZ_CP044213,Bacteria,Pre-training
NZ_CP044232,Bacteria,Pre-training
NZ_CP044310,Bacteria,Pre-training
NZ_CP044410,Bacteria,Pre-training
NZ_CP044437,Bacteria,Pre-training
NZ_CP044444,Bacteria,Pre-training
NZ_CP044450,Bacteria,Pre-training
NZ_CP044451,Bacteria,Pre-training
NZ_CP044452,Bacteria,Pre-training
NZ_CP044453,Bacteria,Pre-training
NZ_CP044454,Bacteria,Pre-training
NZ_CP044507,Bacteria,Pre-training
NZ_CP044508,Bacteria,Pre-training
NZ_CP044527,Bacteria,Pre-training
NZ_CP044528,Bacteria,Pre-training
NZ_CP044529,Bacteria,Pre-training
NZ_CP044530,Bacteria,Pre-training
NZ_CP044531,Bacteria,Pre-training
NZ_CP044970,Bacteria,Pre-training
NZ_CP044971,Bacteria,Pre-training
NZ_CP044975,Bacteria,Pre-training
NZ_CP044976,Bacteria,Pre-training
NZ_CP044977,Bacteria,Pre-training
NZ_CP045023,Bacteria,Pre-training
NZ_CP045024,Bacteria,Pre-training
NZ_CP045025,Bacteria,Pre-training
NZ_CP045026,Bacteria,Pre-training
NZ_CP045027,Bacteria,Pre-training
NZ_CP045028,Bacteria,Pre-training
NZ_CP045029,Bacteria,Pre-training
NZ_CP045030,Bacteria,Pre-training
NZ_CP045057,Bacteria,Pre-training
NZ_CP045058,Bacteria,Pre-training
NZ_CP045059,Bacteria,Pre-training
NZ_CP045141,Bacteria,Pre-training
NZ_CP045143,Bacteria,Pre-training
NZ_CP045206,Bacteria,Pre-training
NZ_CP045207,Bacteria,Pre-training
NZ_CP045208,Bacteria,Pre-training
NZ_CP045235,Bacteria,Pre-training
NZ_CP045237,Bacteria,Pre-training
NZ_CP045258,Bacteria,Pre-training
NZ_CP045259,Bacteria,Pre-training
NZ_CP045260,Bacteria,Pre-training
NZ_CP045261,Bacteria,Pre-training
NZ_CP045262,Bacteria,Pre-training
NZ_CP045293,Bacteria,Pre-training
NZ_CP045294,Bacteria,Pre-training
NZ_CP045301,Bacteria,Pre-training
NZ_CP045302,Bacteria,Pre-training
NZ_CP045303,Bacteria,Pre-training
NZ_CP045380,Bacteria,Pre-training
NZ_CP045381,Bacteria,Pre-training
NZ_CP045382,Bacteria,Pre-training
NZ_CP045383,Bacteria,Pre-training
NZ_CP045404,Bacteria,Pre-training
NZ_CP045405,Bacteria,Pre-training
NZ_CP045406,Bacteria,Pre-training
NZ_CP045407,Bacteria,Pre-training
NZ_CP045408,Bacteria,Pre-training
NZ_CP045409,Bacteria,Pre-training
NZ_CP045425,Bacteria,Pre-training
NZ_CP045426,Bacteria,Pre-training
NZ_CP045435,Bacteria,Pre-training
NZ_CP045436,Bacteria,Pre-training
NZ_CP045437,Bacteria,Pre-training
NZ_CP045438,Bacteria,Pre-training
NZ_CP045450,Bacteria,Pre-training
NZ_CP045456,Bacteria,Pre-training
NZ_CP045486,Bacteria,Pre-training
NZ_CP045506,Bacteria,Pre-training
NZ_CP045507,Bacteria,Pre-training
NZ_CP045563,Bacteria,Pre-training
NZ_CP045590,Bacteria,Pre-training
NZ_CP045591,Bacteria,Pre-training
NZ_CP045592,Bacteria,Pre-training
NZ_CP045612,Bacteria,Pre-training
NZ_CP045613,Bacteria,Pre-training
NZ_CP045614,Bacteria,Pre-training
NZ_CP045615,Bacteria,Pre-training
NZ_CP045616,Bacteria,Pre-training
NZ_CP045641,Bacteria,Pre-training
NZ_CP045651,Bacteria,Pre-training
NZ_CP045697,Bacteria,Pre-training
NZ_CP045698,Bacteria,Pre-training
NZ_CP045729,Bacteria,Pre-training
NZ_CP045730,Bacteria,Pre-training
NZ_CP045731,Bacteria,Pre-training
NZ_CP045791,Bacteria,Pre-training
NZ_CP045792,Bacteria,Pre-training
NZ_CP045793,Bacteria,Pre-training
NZ_CP045798,Bacteria,Pre-training
NZ_CP045812,Bacteria,Pre-training
NZ_CP045813,Bacteria,Pre-training
NZ_CP045859,Bacteria,Pre-training
NZ_CP045860,Bacteria,Pre-training
NZ_CP045861,Bacteria,Pre-training
NZ_CP045862,Bacteria,Pre-training
NZ_CP045929,Bacteria,Pre-training
NZ_CP045955,Bacteria,Pre-training
NZ_CP045962,Bacteria,Pre-training
NZ_CP046023,Bacteria,Pre-training
NZ_CP046115,Bacteria,Pre-training
NZ_CP046123,Bacteria,Pre-training
NZ_CP046124,Bacteria,Pre-training
NZ_CP046125,Bacteria,Pre-training
NZ_CP046126,Bacteria,Pre-training
NZ_CP046155,Bacteria,Pre-training
NZ_CP046156,Bacteria,Pre-training
NZ_CP046157,Bacteria,Pre-training
NZ_CP046158,Bacteria,Pre-training
NZ_CP046159,Bacteria,Pre-training
NZ_CP046160,Bacteria,Pre-training
NZ_CP046293,Bacteria,Pre-training
NZ_CP046300,Bacteria,Pre-training
NZ_CP046301,Bacteria,Pre-training
NZ_CP046302,Bacteria,Pre-training
NZ_CP046303,Bacteria,Pre-training
NZ_CP046319,Bacteria,Pre-training
NZ_CP046363,Bacteria,Pre-training
NZ_CP046364,Bacteria,Pre-training
NZ_CP046365,Bacteria,Pre-training
NZ_CP046366,Bacteria,Pre-training
NZ_CP046367,Bacteria,Pre-training
NZ_CP046377,Bacteria,Pre-training
NZ_CP046427,Bacteria,Pre-training
NZ_CP046476,Bacteria,Pre-training
NZ_CP046477,Bacteria,Pre-training
NZ_CP046502,Bacteria,Pre-training
NZ_CP046503,Bacteria,Pre-training
NZ_CP046504,Bacteria,Pre-training
NZ_CP046505,Bacteria,Pre-training
NZ_CP046506,Bacteria,Pre-training
NZ_CP046508,Bacteria,Pre-training
NZ_CP046521,Bacteria,Pre-training
NZ_CP046526,Bacteria,Pre-training
NZ_CP046527,Bacteria,Pre-training
NZ_CP046570,Bacteria,Pre-training
NZ_CP046571,Bacteria,Pre-training
NZ_CP046628,Bacteria,Pre-training
NZ_CP046656,Bacteria,Pre-training
NZ_CP046657,Bacteria,Pre-training
NZ_CP046658,Bacteria,Pre-training
NZ_CP046659,Bacteria,Pre-training
NZ_CP046660,Bacteria,Pre-training
NZ_CP046726,Bacteria,Pre-training
NZ_CP046727,Bacteria,Pre-training
NZ_CP046755,Bacteria,Pre-training
NZ_CP046756,Bacteria,Pre-training
NZ_CP046777,Bacteria,Pre-training
NZ_CP046778,Bacteria,Pre-training
NZ_CP046795,Bacteria,Pre-training
NZ_CP046796,Bacteria,Pre-training
NZ_CP046797,Bacteria,Pre-training
NZ_CP046798,Bacteria,Pre-training
NZ_CP046813,Bacteria,Pre-training
NZ_CP046814,Bacteria,Pre-training
NZ_CP046844,Bacteria,Pre-training
NZ_CP046845,Bacteria,Pre-training
NZ_CP046874,Bacteria,Pre-training
NZ_CP046884,Bacteria,Pre-training
NZ_CP046909,Bacteria,Pre-training
NZ_CP046910,Bacteria,Pre-training
NZ_CP046911,Bacteria,Pre-training
NZ_CP046912,Bacteria,Pre-training
NZ_CP046919,Bacteria,Pre-training
NZ_CP046920,Bacteria,Pre-training
NZ_CP047024,Bacteria,Pre-training
NZ_CP047028,Bacteria,Pre-training
NZ_CP047119,Bacteria,Pre-training
NZ_CP047120,Bacteria,Pre-training
NZ_CP047144,Bacteria,Pre-training
NZ_CP047145,Bacteria,Pre-training
NZ_CP047158,Bacteria,Pre-training
NZ_CP047242,Bacteria,Pre-training
NZ_CP047243,Bacteria,Pre-training
NZ_CP047244,Bacteria,Pre-training
NZ_CP047245,Bacteria,Pre-training
NZ_CP047246,Bacteria,Pre-training
NZ_CP047247,Bacteria,Pre-training
NZ_CP047260,Bacteria,Pre-training
NZ_CP047261,Bacteria,Pre-training
NZ_CP047262,Bacteria,Pre-training
NZ_CP047263,Bacteria,Pre-training
NZ_CP047264,Bacteria,Pre-training
NZ_CP047268,Bacteria,Pre-training
NZ_CP047275,Bacteria,Pre-training
NZ_CP047276,Bacteria,Pre-training
NZ_CP047286,Bacteria,Pre-training
NZ_CP047287,Bacteria,Pre-training
NZ_CP047288,Bacteria,Pre-training
NZ_CP047297,Bacteria,Pre-training
NZ_CP047298,Bacteria,Pre-training
NZ_CP047318,Bacteria,Pre-training
NZ_CP047361,Bacteria,Pre-training
NZ_CP047362,Bacteria,Pre-training
NZ_CP047378,Bacteria,Pre-training
NZ_CP047379,Bacteria,Pre-training
NZ_CP047380,Bacteria,Pre-training
NZ_CP047381,Bacteria,Pre-training
NZ_CP047382,Bacteria,Pre-training
NZ_CP047383,Bacteria,Pre-training
NZ_CP047384,Bacteria,Pre-training
NZ_CP047385,Bacteria,Pre-training
NZ_CP047421,Bacteria,Pre-training
NZ_CP047422,Bacteria,Pre-training
NZ_CP047428,Bacteria,Pre-training
NZ_CP047429,Bacteria,Pre-training
NZ_CP047430,Bacteria,Pre-training
NZ_CP047431,Bacteria,Pre-training
NZ_CP047432,Bacteria,Pre-training
NZ_CP047433,Bacteria,Pre-training
NZ_CP047434,Bacteria,Pre-training
NZ_CP047435,Bacteria,Pre-training
NZ_CP047436,Bacteria,Pre-training
NZ_CP047614,Bacteria,Pre-training
NZ_CP047615,Bacteria,Pre-training
NZ_CP047649,Bacteria,Pre-training
NZ_CP047652,Bacteria,Pre-training
NZ_CP047653,Bacteria,Pre-training
NZ_CP047697,Bacteria,Pre-training
NZ_CP047710,Bacteria,Pre-training
NZ_CP047711,Bacteria,Pre-training
NZ_CP047712,Bacteria,Pre-training
NZ_CP047713,Bacteria,Pre-training
NZ_CP047714,Bacteria,Pre-training
NZ_CP047783,Bacteria,Pre-training
NZ_CP047787,Bacteria,Pre-training
NZ_CP047845,Bacteria,Pre-training
NZ_CP047846,Bacteria,Pre-training
NZ_CP047881,Bacteria,Pre-training
NZ_CP047882,Bacteria,Pre-training
NZ_CP047926,Bacteria,Pre-training
NZ_CP047970,Bacteria,Pre-training
NZ_CP047982,Bacteria,Pre-training
NZ_CP048021,Bacteria,Pre-training
NZ_CP048025,Bacteria,Pre-training
NZ_CP048026,Bacteria,Pre-training
NZ_CP048027,Bacteria,Pre-training
NZ_CP048028,Bacteria,Pre-training
NZ_CP048071,Bacteria,Pre-training
NZ_CP048279,Bacteria,Pre-training
NZ_CP048322,Bacteria,Pre-training
NZ_CP048323,Bacteria,Pre-training
NZ_CP048324,Bacteria,Pre-training
NZ_CP048325,Bacteria,Pre-training
NZ_CP048405,Bacteria,Pre-training
NZ_CP048460,Bacteria,Pre-training
NZ_CP048461,Bacteria,Pre-training
NZ_CP048462,Bacteria,Pre-training
NZ_CP048463,Bacteria,Pre-training
NZ_CP048743,Bacteria,Pre-training
NZ_CP048761,Bacteria,Pre-training
NZ_CP048762,Bacteria,Pre-training
NZ_CP048813,Bacteria,Pre-training
NZ_CP048821,Bacteria,Pre-training
NZ_CP048822,Bacteria,Pre-training
NZ_CP048823,Bacteria,Pre-training
NZ_CP048824,Bacteria,Pre-training
NZ_CP048825,Bacteria,Pre-training
NZ_CP048826,Bacteria,Pre-training
NZ_CP048832,Bacteria,Pre-training
NZ_CP048835,Bacteria,Pre-training
NZ_CP048836,Bacteria,Pre-training
NZ_CP048878,Bacteria,Pre-training
NZ_CP048879,Bacteria,Pre-training
NZ_CP048880,Bacteria,Pre-training
NZ_CP048881,Bacteria,Pre-training
NZ_CP048893,Bacteria,Pre-training
NZ_CP048894,Bacteria,Pre-training
NZ_CP048895,Bacteria,Pre-training
NZ_CP048934,Bacteria,Pre-training
NZ_CP049021,Bacteria,Pre-training
NZ_CP049022,Bacteria,Pre-training
NZ_CP049023,Bacteria,Pre-training
NZ_CP049024,Bacteria,Pre-training
NZ_CP049025,Bacteria,Pre-training
NZ_CP049026,Bacteria,Pre-training
NZ_CP049027,Bacteria,Pre-training
NZ_CP049077,Bacteria,Pre-training
NZ_CP049078,Bacteria,Pre-training
NZ_CP049079,Bacteria,Pre-training
NZ_CP049140,Bacteria,Pre-training
NZ_CP049141,Bacteria,Pre-training
NZ_CP049142,Bacteria,Pre-training
NZ_CP049156,Bacteria,Pre-training
NZ_CP049157,Bacteria,Pre-training
NZ_CP049158,Bacteria,Pre-training
NZ_CP049159,Bacteria,Pre-training
NZ_CP049160,Bacteria,Pre-training
NZ_CP049223,Bacteria,Pre-training
NZ_CP049224,Bacteria,Pre-training
NZ_CP049242,Bacteria,Pre-training
NZ_CP049243,Bacteria,Pre-training
NZ_CP049244,Bacteria,Pre-training
NZ_CP049245,Bacteria,Pre-training
NZ_CP049258,Bacteria,Pre-training
NZ_CP049263,Bacteria,Pre-training
NZ_CP049266,Bacteria,Pre-training
NZ_CP049274,Bacteria,Pre-training
NZ_CP049357,Bacteria,Pre-training
NZ_CP049358,Bacteria,Pre-training
NZ_CP049359,Bacteria,Pre-training
NZ_CP049360,Bacteria,Pre-training
NZ_CP049361,Bacteria,Pre-training
NZ_CP049616,Bacteria,Pre-training
NZ_CP049774,Bacteria,Pre-training
NZ_CP049801,Bacteria,Pre-training
NZ_CP049836,Bacteria,Pre-training
NZ_CP049837,Bacteria,Pre-training
NZ_CP049913,Bacteria,Pre-training
